#{"t_start": 1686186591.559642, "env_id": null}
r,l,t
-52.388687,362,41.163292
-28.284414,363,42.0105
-53.80883,365,42.91677
-6.7228723,366,43.729954
-35.16068,369,44.782223
-45.344147,372,45.902476
-56.774734,375,46.965715
-55.981888,378,47.976944
-11.395971,362,85.172584
-19.89705,370,86.494365
-29.587278,370,87.37758
-25.600603,365,88.283785
-13.380444,366,89.578077
-46.42563,377,90.853365
-23.028767,365,91.745625
-18.739897,375,93.061926
-1.1931521,358,125.348478
-2.0593557,359,126.793805
-1.7304546,364,127.89707
-4.475035,366,128.739274
-30.688732,358,129.820518
-4.928877,367,130.931769
-0.6656953,368,132.057027
-7.0359473,364,133.155291
-0.9193371,349,153.61196
-0.8208084,373,155.299632
-1.8564533,364,156.238844
-1.1798774,367,157.133098
-1.3407347,361,157.992354
-1.6192334,371,159.090681
-1.3629106,364,159.983908
-0.4028751,362,160.878193
-1.9006873,347,180.947932
-0.3024749,369,181.802196
-1.0742037,356,182.811467
-0.61261135,360,184.109771
-1.1330501,361,185.43418
-8.339728,359,186.344412
-2.0218174,362,187.185602
-0.6225232,372,188.055798
-0.5830481,338,209.187769
-2.9252334,359,210.454068
-1.2369224,355,210.454068
-4.89995,361,210.454068
-1.3255159,354,212.000441
-2.042959,362,213.306456
-1.440194,364,214.114759
-2.680898,379,215.781135
-1.4222174,347,232.867011
-0.4103465,355,232.867011
-1.6902682,349,233.73322
-0.4372016,375,235.973726
-3.0294182,360,236.889932
-2.514949,349,236.889932
-4.7507744,358,238.18629
-0.953209,354,239.702645
-1.8290224,362,258.982059
-2.2798486,368,260.027321
-0.2723816,370,260.879513
-5.0355415,347,261.941804
-4.223731,356,263.419164
-5.3756623,361,264.568438
-3.3764408,358,265.715922
-1.7648264,364,267.491189
-0.71659887,341,287.766881
-0.5441367,362,289.904408
-0.618829,367,290.869677
-4.884441,349,291.872942
-2.0096533,358,292.849188
-0.84478766,373,293.819077
-1.2949688,353,294.745329
-1.3038903,354,296.485761
-2.8664725,350,312.435393
-4.8310413,348,314.480854
-0.64659476,359,316.099251
-0.5729304,366,316.997467
-1.6815239,351,317.80965
-0.015812231,357,318.719008
-1.1736054,362,319.514239
-1.1274548,343,320.683542
-2.4252326,350,336.064274
-2.2566571,350,338.178751
-5.8243456,348,339.795121
-2.864234,354,340.938417
-0.97598255,359,342.117683
-0.08062461,363,342.928905
-0.23856817,362,343.854129
-3.4101222,358,344.855411
-0.7176273,349,361.531231
-0.17298624,351,363.508695
-0.00049376703,361,365.476156
-1.0200778,356,366.396763
-0.75282913,346,366.396763
-0.5453419,349,367.43902
-0.5074242,356,368.338741
-0.600178,350,369.272952
-0.25238916,354,383.102336
-2.5157504,368,385.999016
-1.8933948,345,387.107657
-0.55105454,349,387.928911
-0.48201817,357,389.176538
-0.2888331,360,390.344828
-0.17793289,360,391.261066
-1.814311,361,392.226297
-1.4468219,345,406.371531
-0.32491127,351,409.587296
-0.93583554,358,409.587296
-0.46881557,343,410.543551
-0.7262579,357,411.455105
-0.6600433,345,412.729445
-0.9588914,348,412.729445
-0.86417025,352,414.031775
-0.48075935,361,430.105507
-0.7992722,342,432.592094
-0.5656981,354,433.787529
-0.5000279,368,435.020807
-0.7700149,369,435.84918
-0.5953865,356,436.817442
-0.4090391,356,436.817442
-0.7634315,367,438.520913
-1.3824412,335,450.652997
-0.16941825,365,454.524935
-0.34862754,356,454.524935
-1.2496539,354,455.660641
-1.6637973,355,456.516994
-0.4019161,353,457.451251
-0.2970891,356,458.362602
-0.005750349,348,459.828382
-0.279669,340,471.625115
-0.3273355,331,475.829076
-0.8600829,348,476.800867
