#{"t_start": 1686255909.5805824, "env_id": null}
r,l,t
-7.3571544,355,37.731654
-13.378462,358,38.799895
-67.03181,362,39.988163
-14.977817,365,41.053416
-33.769794,365,41.053416
-45.1722,366,41.916611
-36.436234,366,41.916611
-29.719385,373,43.184897
-1.2084688,343,77.066645
-10.964594,362,77.909835
-1.2383854,357,78.830055
-0.9137871,358,80.085353
-48.006607,366,80.993558
-3.700187,361,81.83376
-18.464485,361,82.687953
-54.939297,375,84.862471
-0.70950115,354,122.374692
-14.827776,362,123.590966
-1.4286131,357,124.514177
-3.7900643,370,125.834487
-16.385805,362,126.796705
-1.8390087,366,127.782928
-25.302721,372,128.953218
-2.5264328,362,130.078511
-2.8172734,343,148.305626
-0.4533907,358,150.470128
-5.7770195,351,151.376332
-2.0111654,369,152.651633
-0.19719853,361,153.451814
-0.5090435,360,154.698942
-0.18946761,357,155.691168
-0.995144,370,156.573393
-2.2066636,361,176.294871
-1.0709565,363,178.529752
-4.3684473,366,179.573027
-1.4469792,361,180.488429
-2.638674,365,181.403726
-3.5773215,366,182.713098
-4.31243,367,183.696831
-1.0932409,369,184.662154
-0.1048657,369,213.705793
-0.95989084,346,214.536097
-1.5207063,353,216.229668
-4.975489,364,217.441038
-0.15143299,374,218.552697
-1.729032,363,219.624002
-0.1357144,360,220.703439
-0.6538285,367,221.588664
-0.4268115,343,238.073441
-0.14879656,366,240.190932
-1.1991229,348,241.293226
-1.3747574,360,242.25161
-1.6393512,360,244.013072
-0.7364205,368,244.949373
-0.37793842,357,245.874673
-4.628896,361,246.717059
-1.2809933,378,264.388457
-0.2500178,360,265.442785
-0.016863236,361,266.913117
-8.542388,367,267.802447
-0.57620007,351,269.204884
-0.9713551,359,270.195505
-0.06676612,357,271.069931
-1.6591274,369,272.055153
-1.6839823,352,298.440165
-3.3301697,361,299.35944
-0.3712544,359,300.903854
-1.809785,365,302.05919
-0.72200704,353,302.900548
-2.9090517,356,304.433014
-0.87486565,366,305.352671
-0.5445646,364,305.352671
-2.041417,353,321.658488
-0.39064953,359,322.587158
-0.56995153,361,324.433666
-1.310372,359,325.490956
-0.66910344,363,326.555305
-0.9428241,347,327.439582
-2.302525,349,328.321843
-0.22076368,366,329.6853
-0.3292927,351,344.797157
-0.2566033,359,346.181469
-0.021511838,354,347.844893
-0.022628706,351,348.75415
-1.181744,346,349.754514
-0.8602821,358,350.869853
-0.46229243,361,351.834642
-1.4080615,357,353.135006
-1.0830287,360,377.500143
-0.65428066,354,378.49254
-0.8114561,357,380.181039
-0.15516429,355,381.003654
-0.4490949,354,381.928875
-1.7016419,345,382.845151
-1.029929,356,383.879683
-1.0312458,354,385.306023
0.06772339,358,400.158497
-2.0031753,355,401.054929
-0.60168946,355,402.866717
-0.49690878,354,403.786963
-0.5302197,354,404.744693
-2.3530636,350,405.622983
-1.2140042,367,406.501182
-1.5126221,355,408.134706
-0.1412659,352,423.192065
-0.7996096,352,424.055312
-0.5576576,345,425.42966
-0.96905965,356,426.807036
-0.09719487,358,427.851384
-0.15217537,357,428.771738
-0.4055313,363,429.687993
-0.34158358,361,431.258348
-0.556866,359,454.089567
-0.5231354,364,455.172965
-0.36486882,358,456.341336
-0.50170565,349,457.611696
-1.2321783,357,458.486019
-0.58049816,349,459.283565
-0.3156076,358,460.583936
-0.44540662,353,461.912333
-0.3596343,325,475.412453
-0.80345505,341,476.729238
-0.17178026,354,478.855724
-0.17521945,347,479.947987
-0.47280732,358,481.079242
-0.34447923,362,482.173515
-0.4272739,363,483.682912
-0.31674933,370,485.339286
-1.7294971,352,498.59183
-0.707828,356,499.894137
-0.7199847,351,501.684678
-0.062848434,359,503.09801
-1.1923459,354,504.007421
-0.15508838,358,505.184166
-1.0205301,355,506.455667
-0.8848706,362,518.1604
-0.87648547,350,530.315272
-0.5886672,354,531.784734
-0.10024006,356,533.634217
-0.5775,342,534.451492
-0.3818575,356,535.937828
-0.24692626,348,536.810067
-0.93920046,342,537.810416
0.1629438,352,540.116985
-0.33821526,346,552.455317
-0.8610127,342,553.838674
-0.3585152,348,555.941149
-0.86109924,352,556.91837
-0.69369644,348,558.356211
-0.0987859,357,559.4003
-0.87718743,364,560.826628
-0.029228782,337,562.039909
-0.3774415,350,573.982173
-0.6612326,353,575.466534
-0.44955823,341,577.331955
-0.284714,355,578.455772
-0.60419875,344,579.991119
-0.3216815,358,581.088367
-0.2766614,341,591.890361
-0.5283642,353,592.72955
-0.0725973,358,604.822282
0.3426593,345,605.710482
-0.8621269,348,607.573903
-1.6444033,358,609.167263
-0.54678047,349,610.2205
0.092387885,343,611.028697
-0.09525677,347,612.600055
-0.22705771,354,613.709308
-0.70426106,344,626.007194
0.26083034,341,626.007194
-0.5957647,353,628.438649
-0.75193954,340,629.479021
-0.37016857,337,630.411741
-0.47154358,346,631.588525
-0.36173582,345,633.137888
-0.16195147,349,634.491194
-0.26989058,365,646.894356
-0.011354297,368,647.829567
-0.2935368,353,649.610325
-0.49988458,354,650.686436
-0.05493364,357,661.015765
0.036054052,358,662.250044
-0.24031247,354,663.615352
-0.88444245,352,664.837628
-0.067219436,352,677.355111
-0.25627336,350,678.179297
-0.050817408,355,680.191378
-0.36657,341,680.191378
-0.11742733,357,681.295627
0.019539015,342,682.212343
-0.61167747,342,684.029844
-0.23432177,353,684.029844
-0.6504231,345,696.403514
-0.64280903,347,697.287714
0.11963834,345,699.164138
-0.17166325,360,700.566454
-0.4700309,352,701.388652
-0.34283236,355,702.4279
-0.54302645,351,704.017788
-0.19626543,363,705.293088
-0.3085498,348,717.49812
-0.5790074,352,718.316304
-0.5083548,352,729.560353
-0.24243464,342,730.549575
-0.24367401,342,731.380775
-0.53157425,346,732.590993
-0.32169992,344,734.128339
-0.29323035,340,735.226588
0.30206883,335,747.041156
-0.25029245,354,748.616498
-0.45175868,335,750.101833
-0.12477545,335,751.301105
0.3384165,361,752.472924
-0.40775198,357,753.315618
-0.23323885,329,754.126813
-0.12747946,355,756.359318
-0.58437777,340,767.473446
0.025972828,330,768.557691
-1.238954,348,770.769792
-0.9750866,339,771.637989
-0.10967798,335,772.78712
-0.64838797,351,774.239944
-1.1086742,357,775.181272
-0.6832763,357,777.48335
-0.010239809,343,788.226773
-0.5152348,356,789.191991
-0.5068533,335,800.679972
0.131822,348,801.540166
0.060485076,353,802.62731
-0.08835578,347,804.201129
-0.09537703,351,805.269789
-0.5085987,352,807.57931
-0.106539845,344,818.179443
-0.5404095,350,818.995639
-0.5077219,335,820.818308
0.51193535,339,822.031091
0.292603,354,823.037382
-0.18280265,348,824.725511
-0.25538725,344,825.680726
-0.3522369,341,827.939236
-0.391798,331,838.249578
-0.27514955,342,839.49886
-0.113480434,341,841.199244
-0.052738376,342,842.736592
-0.26704672,353,843.686816
-0.514626,344,845.179159
-0.02251508,341,846.010347
-0.33001676,346,848.45131
-0.020857457,348,858.6935
-0.5178783,345,869.057349
-0.08385463,333,870.315632
-0.3761127,329,871.650947
-0.22036102,356,873.74742
-0.2570268,351,875.068718
0.0036449877,353,875.893908
-0.79168147,346,878.091403
0.052178748,357,888.787418
-0.018113244,358,889.979558
-0.5252883,348,890.841751
0.12457196,336,891.685955
-0.34595636,341,894.037633
-0.3439071,347,895.661999
-0.04185372,350,896.522207
-0.6027113,347,898.568681
-0.42713225,341,908.97103
0.39262554,334,909.874234
-0.3091386,339,911.020736
-0.020146795,342,911.840478
-0.24022685,333,913.894451
-0.6829069,340,915.806025
-0.14121062,347,916.950284
0.07770456,337,918.64921
0.6204422,337,938.143386
-0.025320623,344,939.299647
-0.14288017,344,940.508934
0.098210245,348,941.391133
-0.16741706,335,942.894481
-0.1189127,333,944.718338
-0.07760168,339,946.109657
-0.26163042,353,948.368153
-0.14607216,345,958.39651
-0.30497923,327,959.235699
-0.062652044,345,960.325945
-0.45157596,341,961.514226
-0.12874761,341,963.061589
0.42518613,348,965.054043
0.060272377,335,965.925818
-0.023613408,346,968.612436
-0.08483658,334,978.545105
-0.19983907,351,979.699379
-0.12030993,353,979.699379
-0.326984,336,980.559573
-0.68051404,335,982.002412
-0.08476894,345,984.524982
-0.093170635,352,985.657238
-0.28332114,330,987.474648
-0.11912312,337,1006.96801
-0.41008535,336,1008.102266
-0.5931916,343,1009.174521
-0.34839356,350,1010.287786
0.11145324,355,1011.954162
0.04938,331,1013.862592
-0.04039701,345,1014.834812
-0.3349738,337,1016.658224
0.1491404,342,1027.1074
-0.05513176,335,1028.180642
-0.15866931,354,1029.433432
-0.40980774,345,1030.473508
-0.018274011,335,1031.73057
-0.49786317,334,1033.596917
-0.6976087,341,1034.862203
-0.1800354,352,1037.154255
0.095539205,342,1047.07762
-0.12788521,341,1048.150862
-0.3133629,341,1049.396143
-0.36261818,340,1050.419374
0.07976681,351,1052.125759
-0.23977393,341,1053.559328
-0.00089152134,339,1054.727102
-0.0004752463,341,1057.068959
-0.3214842,330,1076.277555
-0.114426136,349,1077.524849
-0.16067348,340,1078.713117
-0.41719028,336,1079.56531
-0.07456848,339,1081.444734
0.23039405,341,1082.987082
-0.04116894,347,1084.406462
-0.48760274,337,1086.338651
-0.13289051,343,1096.501779
-0.27149224,337,1097.505005
-0.12388789,338,1098.754287
0.082526654,346,1099.955559
0.06477163,326,1100.94981
-0.1787053,339,1102.993271
-0.0520206,340,1104.365594
-0.27794605,348,1106.571092
-0.29752377,331,1115.812289
-0.22620669,342,1117.271618
-0.5906807,337,1118.283864
-0.17887096,340,1119.58947
-0.22483887,346,1120.87176
-0.53778034,343,1122.840667
0.039407678,343,1124.254895
-0.17773882,338,1126.336837
-0.04954641,335,1135.708161
-0.2948786,335,1146.611073
-0.2912414,345,1147.564288
-0.25154948,334,1148.651534
-0.32649985,343,1150.2554
-0.3597176,326,1151.467617
-0.39369905,337,1153.322035
0.059844054,345,1155.773814
-0.19569094,332,1164.435532
-0.5420193,335,1166.290951
0.33301687,335,1167.248967
-0.4985901,340,1168.550275
-0.4556906,339,1170.123642
-0.7169138,335,1171.262899
-0.7525944,336,1173.208338
-0.22260778,335,1175.521883
-0.12655488,327,1183.84641
-0.10223178,338,1186.261663
-0.3771567,343,1187.090852
-0.024100676,352,1188.894258
-0.25997028,337,1189.864476
-0.076553985,331,1190.735686
-0.20444389,331,1192.670123
-0.03069443,339,1195.285702
-0.2437647,333,1203.39504
-0.49151033,334,1215.096479
-0.01940616,344,1216.241738
-0.31653348,329,1217.678061
-0.5867117,348,1219.009362
-0.21013504,346,1220.011602
0.4734367,344,1221.911116
-0.15445644,338,1224.317659
0.053832825,331,1231.970972
-0.7045258,336,1234.72812
-0.29509616,337,1235.928391
-0.13132487,330,1237.115659
-0.07006701,331,1238.682518
0.10193535,342,1239.703539
0.23420613,334,1241.445932
0.13861541,352,1244.586643
0.10098687,347,1252.750239
-0.23006943,337,1255.009761
0.19780621,330,1255.911965
-0.45362496,346,1257.751436
0.05957753,336,1258.937703
0.22289893,340,1260.098912
-0.0069765383,339,1261.797881
-0.038211014,330,1264.5305
-0.13793983,339,1272.516421
0.0664568,319,1274.034764
-0.30384657,351,1285.549616
-0.24073854,336,1286.773892
0.043260604,348,1288.436268
0.18648073,340,1289.319468
-0.17065309,322,1290.307691
0.029617436,339,1293.725542
-0.2608609,330,1301.19266
-0.102380455,338,1303.007888
0.19462843,329,1304.781358
0.13553868,340,1306.437732
-0.38287228,328,1307.654006
-0.24170375,336,1308.853277
0.1740892,339,1309.936522
0.09555267,351,1313.760847
-0.44351584,347,1321.126817
0.0625653,334,1322.421658
-0.072537966,334,1324.25858
0.17453048,335,1325.940951
0.17618838,341,1327.37473
-0.56732714,331,1328.475991
-0.05687288,343,1329.424433
0.0708344,337,1333.501757
0.18309079,337,1341.008472
0.4139498,345,1342.596358
0.19283646,345,1344.43679
-0.47530136,325,1345.332992
-0.047573574,335,1356.459054
-0.057895143,330,1357.353256
-0.23558101,328,1358.184931
0.068245724,342,1362.64467
0.014898654,338,1369.947918
-0.49679577,342,1371.704314
0.07642871,337,1373.316679
-0.19134967,336,1374.173872
-0.1666803,331,1375.870293
-0.07438533,332,1376.755054
-0.32913128,344,1377.816811
0.24764873,332,1382.076406
0.28208527,336,1389.380442
-0.11575108,337,1391.198853
-0.027719954,339,1392.896236
-0.689717,341,1393.810442
-0.099205844,342,1395.517828
-0.4028506,341,1396.353016
-0.41909826,353,1397.809345
0.047276355,326,1401.030072
0.21240944,340,1408.917855
-0.1814728,342,1410.773757
-0.4841129,324,1411.777219
-0.2034683,339,1413.295632
-0.17236868,328,1414.608346
-0.33530065,343,1425.228996
0.07285608,331,1426.258229
-0.017557772,344,1430.027092
-0.09565575,350,1438.23496
-0.06573326,334,1439.759681
-0.3105857,344,1440.739964
-0.3678333,335,1442.104823
0.03842555,340,1443.668176
0.008029632,335,1445.210528
-0.08152637,343,1446.028715
-0.27069134,347,1450.230613
-0.2844203,337,1457.769066
-0.16253664,339,1459.285932
