#{"t_start": 1686107930.7206678, "env_id": null}
r,l,t
-16.326546,354,39.14674
-53.990738,354,39.14674
-19.937355,360,40.509405
-31.255867,364,41.584647
-42.5376,367,42.618881
-6.9941854,369,43.533087
-10.750258,371,44.458789
-54.526665,379,45.957128
-28.269388,367,78.524533
-20.438463,367,78.524533
-8.38206,362,79.727856
-4.061882,369,80.777164
-24.922728,369,82.337717
-17.481928,368,83.190923
-1.1840584,368,84.093127
-33.17623,364,85.314485
-3.4067812,360,119.529238
-6.2798634,348,120.792524
-3.6836534,359,121.622711
-4.232857,371,122.803991
-5.1295767,362,124.098283
-1.026467,377,125.24446
-1.2514181,369,126.258696
-15.943089,368,127.51228
-4.7428637,350,148.031554
-1.1205881,360,149.781949
-0.8663146,359,149.781949
-3.80394,352,151.012253
-1.2078184,366,151.955465
-0.13445172,360,151.955465
-5.888959,362,153.359782
-2.6984112,363,154.438056
-0.82776946,358,172.56564
-1.3699822,349,174.231027
-2.4431927,364,175.410332
-1.5438712,364,175.410332
-5.560744,356,176.35559
-1.5908656,365,177.567877
-0.8938623,375,179.334302
-0.571567,374,180.332982
-2.1208706,363,202.432075
-0.5805399,357,203.676423
-1.013206,356,204.77073
-1.0273159,358,205.645967
-1.4632356,373,207.27434
-4.54046,364,207.27434
-0.8572768,353,208.451619
-0.32278746,354,209.501856
-0.911182,362,227.367917
-0.48198056,361,229.028329
-3.7593374,364,229.867532
-0.66276073,376,230.929804
-4.562467,352,231.798
-2.2810369,360,232.958274
-1.4881775,348,233.847512
-1.731645,367,235.191815
0.04298991,354,251.961601
-1.8999773,346,253.284914
-2.7853258,350,254.253145
-2.2461312,360,255.950535
-1.2503811,358,257.097819
-1.8343118,367,257.94501
-1.4333037,370,259.380334
-2.7199864,359,260.252562
-0.3758307,360,279.788972
-0.63195485,358,280.898222
0.017001577,359,281.856556
-0.23689678,346,282.819799
-0.4107289,360,284.772333
-1.3687127,368,285.889611
-4.195353,360,287.050873
-0.42188278,364,288.095109
-0.8280901,354,304.052711
-1.6499751,363,305.645071
-0.057243377,360,306.455305
-1.2211162,367,307.822641
-1.60222,364,309.688062
-0.16606851,362,310.729297
-0.1312937,358,311.641503
-0.4210558,361,312.836773
-0.34650266,351,329.271483
-2.4744737,357,330.340724
-0.42823315,380,331.41398
-0.8848181,351,333.350507
-0.6690455,376,333.350507
-2.379022,370,334.730869
-0.8418704,358,335.759127
-0.8054234,371,336.700339
-0.71281946,356,353.875216
-0.5647885,360,355.058532
