#{"t_start": 1686325911.581238, "env_id": null}
r,l,t
-28.854284,352,43.717873
-125.47052,354,44.689475
-16.398123,359,45.92326
-10.715574,364,47.234629
-26.285793,367,48.231946
-48.45149,370,49.308848
-35.90917,373,50.426138
-28.60836,373,50.426138
-35.59192,365,87.112239
-22.510984,353,88.265333
-2.1027849,362,89.656665
-6.9548545,362,91.100001
-26.786753,381,92.214815
-3.7958472,366,93.451199
-23.170355,371,94.684504
-30.379509,389,95.892849
-1.1152256,338,122.650009
-3.4221916,371,124.590447
-18.926579,370,125.518656
-3.468636,366,126.429892
-4.323503,362,127.683201
-19.382359,366,128.572428
-9.996356,364,130.470227
-17.762775,374,131.728549
-36.965992,355,164.027373
-3.8514364,372,165.452758
-39.529438,361,166.457023
-66.06702,371,168.574566
-8.2953615,355,170.177978
-1.2441413,376,171.029251
-11.00689,377,171.029251
-1.39559,365,171.974496
-7.1306143,362,201.4332
-16.932539,359,202.715563
-18.263094,363,203.692788
-18.549839,365,206.174541
-3.3034122,363,207.791825
-19.456568,374,209.861111
-9.311128,375,210.74756
-18.671644,372,210.74756
-0.504566,352,244.562074
-0.17245765,365,245.77939
-2.0401206,363,246.843672
-0.4823843,359,248.743375
-0.57011086,357,250.111773
-1.6250818,378,250.924014
-0.60761875,362,252.005327
-5.4754,366,253.012603
-2.4525986,351,271.053688
-2.0571487,350,272.192042
-1.1692469,367,274.10057
-0.25915992,355,275.741021
-1.5140035,357,276.680271
-0.8474755,376,277.841589
-1.9516242,365,279.078899
-0.116780855,373,280.061158
-0.20072125,370,297.913218
-0.7701832,350,299.143535
-1.2561386,374,300.034774
-1.4874058,351,301.858278
-1.5296364,357,302.780517
-0.6611147,364,304.48208
-0.508957,366,305.758385
-2.936325,363,306.602576
-3.1335847,359,325.468465
-0.2089864,364,327.15509
-6.1180735,366,328.169348
-1.4674375,357,329.735702
-0.8486264,367,330.848953
-0.19559525,365,332.726032
-0.7105183,356,333.594246
-4.1082964,356,334.435435
-4.271091,372,353.904141
-0.6513075,355,354.761467
-0.8972404,347,355.892406
-1.274494,370,357.067762
-1.692476,362,358.926354
-2.8053384,353,360.268773
-0.8613751,360,361.597628
-0.3482057,360,362.40681
-0.4840656,348,382.015296
-0.8592887,349,383.224108
-5.272672,361,383.224108
-1.4966236,368,384.544144
-1.2004724,351,385.89845
-2.2854466,353,387.907613
-1.1005526,362,387.907613
-1.4802103,364,389.492213
-0.08926732,348,411.116391
-0.8097968,341,412.83778
-0.36583737,363,413.770525
-0.4054169,370,414.924582
-0.58345246,364,415.826786
-1.0463206,349,417.713295
-4.3389516,354,418.825394
-1.2472588,364,420.967526
-0.77365345,353,438.574714
-1.3641465,348,440.097098
-2.684816,347,440.989308
-0.13330616,351,442.468948
-0.5353384,353,442.468948
-0.66326743,347,443.95598
-0.58738554,343,444.769866
-1.482575,349,447.004909
-1.3637104,355,464.63782
-1.4594443,357,466.22811
-0.82198155,348,467.364772
-1.2062951,364,468.307762
-1.105304,358,469.465863
-0.4735129,358,470.914415
-0.4928705,360,471.853269
-1.6254518,350,473.643775
-0.22376922,361,491.672776
-0.41167262,357,492.559976
-0.24002716,380,493.444175
-0.5161371,356,493.444175
-0.5695727,362,494.855494
-0.15550095,354,495.887439
