#{"t_start": 1686343969.8581564, "env_id": null}
r,l,t
-51.18976,356,76.283464
-44.43749,368,80.29937
-63.059734,368,80.30037
-65.09535,370,81.612679
-91.89283,370,81.612679
-66.63035,376,83.974212
-94.934525,377,85.023462
-77.02225,390,88.131201
-22.916862,369,154.330487
-24.59614,358,155.376723
-27.59186,356,157.816274
-26.077251,368,159.43764
-26.140753,367,160.450869
-18.957918,369,161.74994
-27.925983,369,163.806507
-27.297434,358,165.262835
-36.758152,368,241.309424
-33.346405,357,242.879791
-15.858183,356,245.607407
-35.6326,367,245.607407
-34.87238,371,245.607407
-42.810757,379,246.64064
-48.08194,362,247.900924
-23.048153,380,250.457503
-31.675983,348,320.311271
-28.72162,361,321.694605
-28.396828,365,322.853892
-31.522339,357,324.405242
-19.69872,358,325.685531
-19.801107,362,327.166947
-30.632072,365,328.661297
-35.21282,378,334.362611
-27.379631,359,400.334585
-26.802168,361,402.572164
-29.10577,361,404.610663
-24.663647,370,406.216132
-24.036015,371,408.347631
-20.745598,377,412.742713
-41.337215,380,412.742713
-33.602825,376,418.184979
-17.62936,358,490.281034
-18.189398,365,491.658344
-14.827584,370,491.658344
-23.98853,360,494.430971
-18.721624,355,497.169589
-18.82387,375,498.199903
-22.186642,365,500.915516
-10.643991,349,502.897139
-11.19307,353,553.768623
-8.285511,354,555.161938
-10.094847,364,557.816537
-17.92177,357,560.396274
-8.767036,358,561.586544
-9.8562565,369,562.617775
-13.908501,369,566.32567
-13.257744,366,567.849015
-6.7804093,345,621.513277
-15.842613,362,625.270432
-8.979008,358,627.693098
-16.863762,354,629.643574
-11.76798,353,630.655802
-5.5012207,356,632.134228
-17.309027,358,636.664251
-14.985056,359,638.264613
-11.561987,354,683.550905
-15.674974,352,686.33055
-15.704334,352,689.822364
-6.675812,353,691.463773
-10.319708,369,693.020291
-11.879495,369,694.703671
-7.505368,359,697.912395
-12.945904,360,699.728856
-6.0265193,358,747.244582
-14.330184,363,751.554611
-13.804832,352,755.393497
-6.4032273,358,756.445747
-11.718656,373,759.072377
-6.911804,362,760.853778
-16.960676,351,763.637455
-9.966875,359,764.654804
-8.595734,360,814.05898
-8.63066,358,817.995764
-15.055331,345,822.720866
-14.567117,362,824.015159
-23.176538,369,825.9706
-8.248831,359,827.015836
-12.825195,354,830.135484
-24.749397,363,832.191988
-5.0540023,358,878.124922
-4.075928,344,879.119146
-6.047452,337,882.06081
-10.909619,342,884.640708
-1.64538,356,886.358122
-10.456131,360,889.13875
-7.8869367,356,891.325243
-9.472172,353,892.826231
-11.441368,350,936.438128
-10.74948,355,938.320618
-13.6363535,353,940.999261
-7.176431,355,944.084329
-4.027903,347,946.912313
-20.33372,368,949.110736
-6.1910567,352,950.823044
-9.167963,347,950.823044
-6.1670556,350,992.68642
-9.130451,358,993.826731
-11.018918,345,995.244081
-4.2996693,351,998.481201
-2.400091,358,1001.686999
-5.6491904,351,1002.684319
-6.319111,352,1004.491764
-6.586162,352,1004.491764
-6.9520245,346,1042.184297
-10.447624,361,1045.445133
-4.611006,358,1046.471524
-3.553677,353,1049.144312
-12.58535,346,1051.49215
-4.0550494,339,1052.461528
-1.8427424,356,1054.262201
-6.5119534,351,1055.365891
-7.071724,355,1091.626102
-4.278882,344,1093.247519
-6.2265635,354,1095.58109
-7.0679736,347,1097.371559
-7.7948065,341,1098.995979
-4.4873943,358,1101.517911
-1.7354388,355,1103.043294
-2.2914321,357,1104.261582
-12.451048,352,1144.690726
-9.629988,356,1147.110372
-4.8336253,351,1148.673362
-6.8055205,354,1151.02093
-12.428318,353,1152.503373
-12.152227,348,1155.476465
-2.822197,352,1157.123226
-2.3095756,366,1158.170613
-3.4703526,345,1196.351244
-5.2214646,360,1197.795629
-4.0746446,353,1199.784168
-2.384971,353,1202.313779
-4.8709583,360,1203.343114
-3.2131534,350,1205.812741
-5.525668,345,1207.085028
-3.2901251,343,1207.085028
-2.4542654,349,1240.376562
-3.4351513,365,1242.413045
-0.8334273,357,1243.904536
-2.5375588,347,1245.339874
-5.115117,355,1247.267375
-2.8770366,346,1248.956794
-2.076442,354,1250.534206
-2.5025363,357,1250.534206
-3.8812718,348,1280.923066
-6.3943977,352,1283.473706
-5.69567,347,1285.023095
-5.0016584,360,1286.718576
-3.3462033,361,1288.988183
