#{"t_start": 1686750696.3934796, "env_id": null}
r,l,t
-37.045532,358,86.368685
-29.543276,359,87.599246
-37.715694,363,89.358643
-29.213263,366,91.044883
-33.641502,367,92.141134
-25.759932,373,94.48295
-25.855396,380,96.786191
-35.392883,381,97.833427
-5.398977,357,179.91208
-11.457056,366,179.91208
-6.919273,361,179.91208
-9.091498,366,180.983325
-10.94087,367,185.394961
-4.1820827,363,186.90494
-15.766789,379,187.965603
-9.060099,365,187.965603
-5.0367317,351,259.120752
-8.393335,362,262.929276
-5.0159397,366,265.247119
-9.150599,367,265.247119
-3.914887,355,268.391603
-10.534743,368,271.116049
-6.373132,368,272.7161
-6.4935513,371,274.48319
-6.041704,367,332.312892
-3.514781,361,334.253022
-5.171203,359,335.682643
-5.6354756,363,337.308031
-5.639547,357,340.250372
-6.0848184,353,340.250372
-4.546527,366,341.28747
-6.544285,361,343.757747
-2.5467184,341,396.08155
-6.4024568,350,398.038654
-3.6484451,360,399.782255
-5.1964703,356,401.973413
-3.0398588,348,403.253772
-1.1147065,354,404.910994
-5.6353035,345,406.139104
-2.7373219,360,407.501348
-1.4974715,352,460.222325
-2.613998,343,463.079232
-8.105757,360,464.642924
-1.9266555,357,465.840236
-3.0453765,353,467.588589
-1.9336423,348,468.947902
-2.1329641,357,471.502481
-2.9525044,364,471.502481
-5.442189,349,517.348673
-3.3313775,353,519.394643
-1.9203976,367,519.394643
-2.6868114,349,520.950148
-2.4351223,346,522.02525
-3.418499,357,522.02525
-3.6738822,350,525.302138
-4.314245,358,527.172032
-6.108569,359,579.592413
-3.3445568,346,580.599214
-5.646346,358,582.733764
-7.032222,365,584.981481
-5.0938983,362,586.353149
-8.998273,363,587.543677
-3.3658278,351,589.111476
-2.791948,357,591.840616
-2.5673332,347,642.696025
-3.3031504,348,645.011759
-4.325696,355,645.011759
-9.338264,350,647.725336
-3.542288,346,649.606747
-2.108643,356,651.276405
-8.004888,361,652.72924
-12.696055,355,655.794281
-5.8569665,340,713.079369
-9.460697,363,715.341503
-2.4892473,347,717.133912
-2.5802789,366,718.774318
-8.139753,367,719.927405
-2.3565192,358,722.603466
-3.519232,360,724.191465
-2.4101102,360,726.622478
-3.4756308,346,771.034725
-2.7689726,346,773.210327
-4.3417997,349,776.285152
-5.936193,349,777.395141
-3.2591019,355,777.395141
-4.2797556,337,778.709258
-6.2865405,364,782.686613
-9.458636,360,785.85124
-7.147203,346,832.330297
-4.3261847,352,835.636103
-9.527915,343,837.857316
-3.389728,348,838.86031
-5.835563,353,840.629953
-4.184956,354,841.638099
-6.8316317,352,845.571498
-2.2414954,354,848.645095
-4.292991,345,901.627005
-2.143979,340,907.979403
-3.7934906,357,909.196434
-11.1271925,347,911.447547
-11.181654,362,913.737371
-5.426757,362,914.78397
-3.3136623,362,919.392112
-2.2464442,345,920.375223
-4.8651586,357,961.771209
-7.887879,349,965.497052
-2.575219,356,967.049403
-4.537502,357,969.270904
-4.2132998,357,971.133325
-5.218932,360,972.515637
-3.4334545,358,976.680579
-2.1291392,359,977.80917
-2.0015457,358,1025.140292
-7.4703927,346,1026.87495
-7.282597,363,1031.132301
-2.6657379,360,1032.884064
-4.260647,358,1035.007604
-1.7684257,364,1036.151943
-4.3191977,336,1037.823147
-1.7838846,358,1041.020657
-3.603296,346,1082.239364
-2.7233658,351,1084.704244
-4.7158213,347,1089.682656
-4.0933557,357,1091.167264
-4.051367,348,1092.995781
-6.3828044,351,1094.668683
-4.624529,349,1096.157322
-5.8285546,348,1099.605665
-1.7487606,364,1145.404171
-5.6867094,365,1148.144537
-2.209199,347,1149.83663
-2.3351867,358,1153.06434
-4.845928,359,1155.015848
-7.647834,354,1155.015848
-2.0417187,359,1157.042665
-4.3318744,354,1159.44054
-2.900432,344,1201.657367
-3.7234304,341,1205.159593
-7.5288215,363,1208.739591
-1.7592475,347,1210.340796
-0.83111864,351,1212.961354
-2.132874,357,1214.701389
-7.1910853,348,1214.701389
-2.5246708,357,1218.295773
-3.671309,342,1258.789533
-1.3542535,331,1260.988852
-2.8496635,374,1263.071461
-2.7338564,365,1266.815745
-2.4163442,344,1267.840584
-4.0762935,356,1269.450626
-2.1186466,352,1270.524693
-3.420847,343,1272.844515
-2.7401903,354,1312.369538
-2.428719,359,1315.459103
-1.3398496,361,1317.504608
-3.8176608,348,1319.468372
-1.8566747,351,1320.904542
-1.8774499,349,1322.522811
-2.7916105,353,1323.688426
-2.9595578,363,1327.758471
-1.8134071,350,1368.084891
-3.6722825,348,1371.118408
-5.928193,334,1373.296369
-2.7168674,347,1374.323509
-6.0091696,343,1375.832874
-0.8562311,355,1379.164434
-2.6818721,355,1380.226922
-1.456271,341,1382.230529
-1.0830724,355,1424.799439
-3.6310482,364,1429.576422
-4.5645404,352,1430.584525
-4.5771117,359,1432.021675
-6.662479,363,1433.350565
-4.0644956,349,1436.101303
-1.7404943,351,1437.527088
-3.8314745,352,1440.045862
-3.9804554,357,1483.897319
-1.4350291,349,1486.967172
-4.937005,344,1487.980116
-3.8551238,355,1489.392621
-2.4377186,355,1490.861591
-3.694225,343,1492.659604
-0.9314594,350,1493.777338
-1.2072166,361,1497.942746
-2.6451926,354,1536.449759
-2.2069173,344,1538.093797
-1.7667785,346,1539.72377
-1.0720406,351,1539.72377
-2.8866758,349,1541.51373
-6.520659,350,1543.519059
-1.5468805,354,1545.381557
-4.4704785,352,1549.489252
-2.4663193,350,1591.523921
-4.240741,357,1592.543921
-1.6520762,345,1592.543921
-3.397805,341,1595.066121
-1.4144473,359,1596.210388
-3.585395,353,1597.245766
-2.5839384,345,1599.085828
-4.001933,349,1603.925321
-2.0690737,347,1641.358456
-0.8938936,349,1642.356544
-2.4187539,364,1645.884802
-2.5853856,353,1646.865528
-1.5008938,350,1646.865528
-2.8143284,360,1648.700689
-1.4406077,358,1650.301156
-1.176939,347,1653.067163
-1.4179689,340,1689.683924
-1.1938807,351,1692.307373
-4.7391596,344,1694.59759
-2.7452142,349,1696.101156
-2.280784,351,1697.348524
-6.0515404,362,1701.210745
-4.384248,362,1702.959352
-3.9345934,367,1706.410337
-1.6803432,348,1739.648193
-2.138772,339,1742.086664
-0.9435594,352,1743.3198
-2.4604824,345,1745.395796
-2.6390374,350,1746.521804
-2.2911015,339,1748.662938
-2.244541,347,1751.127986
-2.0782578,347,1754.551756
-3.2514672,349,1787.198651
-2.990064,349,1790.668805
-1.6303034,358,1792.364864
-0.98386246,341,1794.447526
-1.5435895,361,1796.13127
-1.962324,371,1798.422693
-1.0296249,359,1800.790657
-2.822298,356,1803.982732
-0.912011,341,1837.200047
-0.5902114,349,1841.146941
-4.2035108,337,1842.623869
-1.072839,357,1844.664309
-2.334225,343,1845.774259
-2.2782848,359,1849.767066
-1.5428128,356,1851.89205
-1.6826223,351,1854.435677
-0.65176374,351,1886.559531
-1.1128972,343,1889.479698
-1.7340504,347,1891.451586
-1.7134308,341,1892.823627
-1.3643867,355,1895.899612
-2.0986083,355,1900.07043
-0.9396229,345,1901.146674
-1.8405082,337,1902.854062
-2.266278,356,1937.008184
-2.3063776,351,1940.271884
-0.8600672,351,1941.609776
-2.8145952,368,1943.050828
-0.60137606,349,1944.900892
-0.8432208,347,1948.538748
-5.6953206,358,1950.923715
-0.8748479,367,1953.647338
-7.2403517,349,1985.329629
-1.2942609,338,1987.572719
-1.4399797,346,1988.906682
-0.8283261,346,1990.735571
-1.376788,363,1994.357124
-1.7864841,351,1996.853015
-1.0602778,348,1998.799689
-0.27371177,346,2001.139971
-2.6863146,355,2034.515651
-1.2716186,355,2037.357891
-1.855831,346,2037.357891
-2.250087,360,2038.351122
-1.7701976,347,2042.071728
-1.1846194,360,2045.809835
-1.84994,342,2047.509559
-3.5434709,371,2049.924996
-0.35929337,355,2082.423008
-1.0217742,345,2084.228946
-1.443613,354,2086.037562
-1.0680524,357,2087.261461
-1.1750737,357,2091.586472
-1.973434,352,2094.853853
-1.0770345,348,2096.041165
-4.6817274,376,2101.538923
-1.3369846,342,2129.141243
-0.6487899,355,2130.832186
-0.3791532,345,2132.289804
-2.831301,357,2135.076005
-1.3582476,360,2139.423463
-4.0996203,352,2142.359087
-2.222326,355,2142.359087
-1.6968822,345,2147.309297
-2.844779,352,2177.743322
-0.21673417,349,2178.91809
-1.9931256,347,2180.179814
-3.9733386,353,2183.616767
-1.4477797,337,2186.119508
-2.851492,365,2192.474545
-0.34418988,369,2193.829136
-3.001231,352,2196.784763
-0.9621453,343,2225.970503
-1.0886037,349,2227.2229
-1.0097293,357,2229.875666
-1.3620884,347,2233.92487
-1.3373481,371,2235.982246
-0.5132634,350,2241.315021
-1.6196929,352,2242.816481
-2.207857,348,2245.394122
