#{"t_start": 1686921329.5493524, "env_id": null}
r,l,t
-42.99565,355,82.057755
-79.23316,361,84.356271
-59.922783,361,84.356271
-62.02653,364,85.928626
-61.05247,366,87.120893
-81.98842,369,88.574224
-88.55054,369,88.574224
-61.569515,383,91.731945
-27.959187,356,156.974774
-30.872206,364,161.40032
-42.523056,361,161.40032
-19.345406,357,162.460646
-14.493355,360,162.460646
-18.959335,359,163.927619
-19.880922,371,165.719573
-24.424244,370,170.562271
-21.569162,352,239.664357
-19.135487,356,241.112687
-20.484848,371,242.263927
-19.704283,351,243.307309
-20.197905,359,244.379549
-21.130878,363,246.154996
-9.528631,365,247.714346
-15.732964,358,250.940096
-8.783913,345,306.271229
-13.654955,351,307.98273
-16.164282,365,310.769481
-19.321617,367,312.578956
-13.390864,367,313.683217
-28.545725,371,316.971349
-20.738941,377,318.130718
-13.366027,357,319.324015
-12.263142,347,368.200427
-29.472904,363,371.757247
-17.038939,358,374.426932
-13.860148,369,378.202804
-15.73116,350,379.306056
-9.977604,370,380.397328
-10.454747,358,381.470723
-10.89836,366,383.602271
-17.4786,363,433.981181
-12.744337,358,436.009674
-17.583704,359,438.575249
-14.053417,349,440.925776
-18.885036,358,442.927757
-11.899308,355,443.919028
-19.530952,364,445.336345
-13.766857,370,449.142199
-18.26795,357,502.02123
-11.91408,353,503.385548
-19.267612,340,505.316982
-20.805777,358,508.14943
-15.947242,355,512.665568
-26.831512,360,512.665568
-13.143659,359,512.665568
-17.334145,353,516.44351
-15.446956,352,571.198161
-22.711678,359,572.222391
-15.122053,369,574.52592
-11.861717,353,579.555048
-14.466201,372,580.593281
-25.365168,356,581.960587
-19.6145,350,585.213375
-25.47215,372,586.607714
-5.5117435,347,628.74086
-19.59869,356,630.7964
-4.309031,357,632.839859
-12.778941,359,636.494678
-7.988278,361,637.719953
-7.6373796,362,638.975235
-6.343741,353,640.277565
-7.1760273,364,642.641101
-21.299417,355,694.616344
-15.145542,373,695.702638
-21.379461,373,698.271273
-15.151629,349,700.858853
-4.7664566,344,701.967102
-25.976143,355,703.087446
-5.8412514,364,706.170424
-17.480965,350,707.664133
-16.768938,348,753.575503
-17.809849,351,756.84233
-9.661774,361,758.06863
-19.295208,342,759.155887
-25.359003,349,761.007302
-21.655285,355,763.492859
-22.40727,345,765.152334
-14.717451,348,766.877721
-24.457176,345,812.759974
-9.452646,358,813.765199
-19.512108,341,817.389027
-21.576956,355,817.389027
-24.00568,362,818.547287
-18.979208,364,819.624855
