#{"t_start": 1686880091.5948822, "env_id": null}
r,l,t
-50.712914,353,80.242514
-67.36069,354,81.337785
-57.657036,359,83.351249
-77.95011,359,83.351249
-50.784065,360,84.371508
-68.346886,362,85.81048
-66.95525,366,87.377578
-50.06003,366,87.377578
-10.061091,350,150.384707
-8.808856,359,151.82905
-19.258806,346,151.82905
-10.956403,358,151.82905
-11.783605,358,153.784488
-27.471745,352,154.818721
-12.158986,359,156.216048
-7.2441287,367,157.704408
-16.577232,346,214.708204
-24.90068,354,217.621856
-16.21184,345,217.621856
-13.992414,359,219.59633
-23.82706,354,219.59633
-27.24967,362,219.59633
-30.594637,358,221.275738
-14.106646,373,225.74574
-9.890041,344,273.012369
-14.051893,357,274.769806
-15.407527,345,276.911323
-15.804455,355,278.625708
-12.105056,356,279.625971
-14.759546,362,281.130321
-12.283432,368,282.155563
-12.5602455,359,286.18749
-4.302409,353,327.507758
-18.943205,358,330.005348
-15.791968,358,332.614027
-8.505278,351,332.614027
-5.0224996,364,333.554238
-3.7952516,352,334.519454
-17.862947,360,335.534682
-14.3454275,366,341.656068
-12.446595,341,382.208162
-7.5271215,341,384.866758
-18.42802,346,388.623611
-12.063491,352,390.233984
-3.9882596,352,391.201201
-6.08502,354,392.457483
-5.953326,360,393.996846
-10.38743,355,398.285821
-17.230602,342,435.904281
-16.811806,359,437.651698
-3.6295142,351,441.171506
-7.8860955,354,442.531853
-6.154144,353,443.599092
-2.3639257,363,443.599092
-2.5820851,351,444.887394
-4.4852295,353,449.031324
-8.054513,351,484.85837
-13.6053705,352,486.89687
-5.1180015,349,490.956863
-6.289023,354,492.642241
-6.297397,364,493.901524
-3.6867144,360,494.95576
-7.5769286,358,496.138043
-5.269168,351,499.660873
-4.9321933,369,534.614749
-6.861984,363,535.706007
-3.4187124,351,538.15757
-4.394015,348,540.142015
-3.779005,364,542.190474
-9.089863,363,543.41387
-6.6706204,367,545.177304
-4.349603,354,547.399867
-2.488059,358,579.857197
-4.9585595,361,580.843493
-10.327981,366,583.828189
-6.5946045,369,586.064756
-6.5370207,367,587.811195
-12.494834,360,589.186534
-7.165942,382,591.322013
-10.155102,367,593.550512
-1.1449598,348,623.510231
-2.8110912,360,625.407669
-3.8506477,342,626.621869
-3.7564898,355,630.755809
-7.766523,361,633.021317
-1.9679549,363,634.531702
-8.562945,361,637.581398
-7.896472,377,639.128745
-2.0523005,348,666.748945
-8.317054,358,669.979694
-2.0081456,362,671.618075
-10.757261,348,675.450953
-12.047438,363,676.451214
-10.920486,351,680.437108
-7.584992,372,681.391347
-6.1461005,362,683.879906
-1.1337892,378,712.503325
-1.8901517,378,715.319956
-4.39848,374,716.49425
-1.8740096,366,719.142888
-3.5117707,374,720.633222
-5.753498,356,722.561671
-3.178831,361,723.932991
-1.8982861,368,726.857671
-3.0001373,344,754.065122
-3.168668,369,755.336427
-5.385525,373,758.974255
-3.9127095,355,759.923468
-2.0914583,352,761.142755
-4.8455625,363,763.980409
-6.178567,363,765.379723
-4.87088,367,768.517426
-2.204905,383,796.949802
-1.9376723,380,797.889013
-1.5497003,366,800.240552
-2.175378,363,801.266783
-2.9088776,385,803.710376
-2.6329272,361,804.815649
-3.7552993,361,806.847118
-0.43431598,354,809.290681
-3.3379605,343,834.955449
-2.5967405,368,838.011135
-1.7306676,354,839.081417
-2.9423785,372,841.425943
-4.4613094,365,843.564453
-3.0986857,365,845.233827
-3.8826048,379,846.801178
-2.633915,371,849.353776
-6.7320566,382,878.894418
-2.138611,378,881.808702
-3.5748067,385,883.114057
-1.9027662,384,885.561619
-2.304059,385,887.436039
-3.3492515,383,888.957432
-1.6764722,403,892.019225
-2.0520482,394,893.671609
-4.955359,384,923.579367
-4.0954576,408,924.556586
-1.3750899,392,926.581068
-1.9168421,390,930.816019
-3.0509138,404,930.816019
-9.381071,405,933.854712
-1.7452054,384,936.137224
-4.5771947,396,937.223518
-1.6825998,385,967.067567
-0.3240427,387,968.046787
-2.4713767,390,970.68258
-2.2737963,388,974.676476
-2.7592893,412,977.943262
-8.174726,407,980.785918
-2.0351002,390,980.785918
-1.8993902,391,981.926226
-1.348558,369,1008.497084
-1.892757,404,1012.268929
-2.601695,392,1013.335207
-1.0523626,367,1014.382468
-1.8652018,352,1017.195112
-3.984307,375,1018.561016
-3.9891777,387,1021.510707
-0.7684116,394,1023.0931
-2.5737028,377,1045.599199
-2.9769318,347,1046.972524
-1.8933346,378,1050.443314
-2.59702,392,1052.616848
-1.3993979,361,1053.554118
-1.3326837,373,1054.89942
-2.6789417,352,1056.934889
-2.5785117,372,1060.24163
-0.8144319,397,1084.209018
-2.0556068,389,1088.913085
-1.7449502,414,1090.349421
-1.2648172,413,1092.377889
-1.1805199,476,1094.643397
-1.8617651,434,1096.54985
-0.56303257,439,1098.859417
-1.7740971,426,1100.963902
-3.4035509,472,1129.263279
-1.871921,419,1130.486603
-0.46934965,431,1131.73195
-1.2234724,448,1135.55382
-1.9435948,411,1137.185248
-0.49372432,441,1138.80563
-0.93592936,469,1140.532081
-1.4990947,423,1141.838374
-1.1023159,387,1165.266628
-1.2597799,381,1166.390959
-2.007381,395,1168.013336
-1.5031623,388,1171.860224
-2.469895,399,1174.309841
-3.113856,392,1175.497138
-0.60947156,391,1177.243536
0.13306482,405,1179.508061
-0.2667541,353,1199.413538
-0.6806366,378,1201.282012
-1.8900378,381,1202.576374
-0.5413735,372,1206.665291
-0.55392265,356,1207.947592
-1.7928962,348,1209.335941
-0.16999844,366,1210.702248
-2.2114806,383,1215.117258
-0.67149097,367,1233.24134
-0.62921256,361,1234.975795
-0.27138028,352,1238.056512
-0.973281,401,1239.234854
-1.0336343,366,1241.098284
-0.4292631,368,1243.050761
-0.8792324,395,1245.265592
-1.1104528,380,1248.892406
-0.38309097,384,1268.001692
-0.20368113,397,1268.001692
0.124942616,377,1271.614501
-1.1917903,402,1272.892814
-0.14020154,411,1274.655223
-0.517082,411,1277.512959
-0.16920452,360,1278.94528
-0.24634486,402,1279.905495
-0.6044902,396,1300.917243
-0.75184834,398,1301.940498
-0.15173304,384,1304.551097
-0.32217583,389,1306.976725
-0.27373058,408,1308.176083
0.12387463,384,1311.010785
-0.16933915,398,1312.077024
-0.9050626,416,1315.25791
-0.026544236,343,1331.385544
-1.15548,347,1332.666882
-0.3478015,355,1336.077648
-1.2009958,363,1339.806497
-0.58218116,362,1340.959895
-1.359059,369,1344.440702
-0.89129764,372,1345.719002
-0.79649585,359,1347.525473
-0.37369022,366,1365.196436
-0.3982745,370,1366.734836
-0.3705338,353,1368.739349
-0.49753997,376,1373.582456
-0.6242764,403,1375.910991
-0.2071424,377,1377.740488
-1.2160109,390,1379.967015
-0.40979347,393,1381.935481
-1.8910153,368,1397.959075
-1.33628,391,1399.773482
-2.1406476,382,1401.987004
-0.5874456,405,1408.649498
-1.2504647,368,1409.669732
-0.873288,394,1411.238084
-0.4585825,395,1414.579213
0.082066506,437,1420.358836
-0.25869584,358,1430.359091
-0.78963673,388,1434.099944
-0.38287625,383,1435.914363
-0.07158644,362,1441.18659
-1.2128736,372,1443.645195
-1.9477724,383,1444.592424
-0.17719954,385,1449.37258
-0.54431945,378,1453.829618
-0.2658768,342,1461.653391
-0.32557264,351,1466.108409
-0.65113884,354,1468.203896
-0.3752601,357,1473.950189
-0.484356,346,1475.628606
-1.7597206,359,1477.422021
-0.2648266,345,1480.734764
-0.7617501,352,1485.670923
-1.7361953,348,1493.163654
-0.13216788,365,1499.798141
-0.3901542,354,1501.027445
-0.34846777,362,1507.010837
-2.0939615,359,1508.54218
-0.7603249,348,1509.472388
-0.5880559,367,1513.925437
-0.10726252,374,1519.05863
-1.7545869,389,1528.123688
-0.28104335,349,1531.285453
-0.21305037,374,1533.283901
-0.16549772,353,1538.542147
-0.14356582,363,1538.542147
-0.14294241,377,1540.77674
-0.6303919,389,1545.958927
-0.5439392,356,1548.970628
-0.40679565,363,1558.645828
-0.5017808,352,1561.15042
-0.7186709,355,1563.46894
