#{"t_start": 1686249484.788513, "env_id": null}
r,l,t
-91.31891,357,42.709408
-40.25211,360,43.803708
-9.809091,362,44.719993
-27.125298,364,45.711268
-26.367924,364,45.711268
-18.558512,367,46.76053
-75.45248,368,47.626775
-27.00797,372,48.784105
-33.003643,353,81.891212
-43.936493,355,83.190531
-32.3837,353,84.50318
-5.9804935,366,85.945519
-2.329863,372,87.491907
-5.65833,370,88.464185
-20.19278,375,89.338465
-46.041866,372,90.644799
-4.4295845,352,118.341594
-3.2097538,362,120.81319
-3.2246687,371,121.896505
-29.735273,367,123.397934
-1.0560919,368,124.857316
-0.8357448,363,125.716562
-3.2074196,368,125.716562
-3.3301158,381,127.010013
-0.45937687,370,146.558503
-1.1855313,365,148.260006
-2.803203,366,149.327378
-2.3709211,361,150.320629
-1.8540109,357,151.562948
-0.19933143,365,152.64324
0.047045756,357,153.604509
-4.515077,380,155.044955
-2.6404047,344,172.79802
-4.1955395,361,175.759156
-0.5545243,368,177.290553
-2.6487136,371,178.492082
-1.142595,366,179.428332
-1.281625,366,180.671626
-7.6925354,357,181.863038
-3.0845325,373,182.808578
-0.16090277,349,200.383546
-0.044253737,362,203.714298
-3.27126,361,205.197676
-0.82313323,367,206.797089
-0.36551842,372,207.644333
-0.5405489,359,208.609577
-1.2063315,356,208.609577
-1.3955959,377,209.903987
-5.940048,365,228.214159
-1.8677948,368,231.879987
-0.7554479,360,232.828201
-2.438994,355,234.257524
-0.2939778,365,235.391793
-1.5367197,363,236.346032
-0.28474513,368,237.357261
-0.51367944,359,238.213454
-3.222062,356,255.044268
-9.323281,372,259.503273
-0.99637514,374,260.537507
-0.5511109,365,261.541759
-1.4059353,360,262.671039
-3.002532,370,263.77629
-1.3879105,368,264.889541
-0.48311836,367,265.707752
-0.66025954,343,281.276306
-1.3575245,352,286.285436
-0.6233082,366,287.607735
-1.0413055,356,288.438928
-0.67303455,350,288.438928
-6.1372123,373,289.279173
-0.9256651,362,290.878567
-3.4728086,367,291.986854
-1.1003107,355,305.999311
-6.9681816,351,312.570795
-11.368464,363,313.404983
-2.242031,358,314.536277
-3.1222777,360,315.353491
-9.955192,364,316.308719
-1.1064296,356,317.627072
-0.21874577,354,318.55228
-0.98712826,357,331.92035
-35.649456,352,337.789675
-2.0380204,360,339.069991
-1.8043817,360,340.173251
-0.36872223,361,341.053743
-3.5692842,356,342.346061
-0.37258855,353,343.160283
-5.046161,377,344.411578
-1.8020514,364,359.423034
-1.2688582,362,364.89527
-0.6084093,357,365.940545
-0.052123155,350,365.940545
-6.446354,360,367.52228
-2.8011284,362,369.050689
