#{"t_start": 1686413003.2454073, "env_id": null}
r,l,t
-107.92921,351,76.66286
-49.553795,354,78.418632
-57.908512,354,78.418632
-80.24617,358,80.112325
-58.44337,359,81.166564
-58.08389,363,82.829158
-68.813,363,82.829158
-59.15301,365,84.129304
-39.906406,355,155.489473
-19.145514,359,156.544718
-25.381004,360,160.063147
-37.175835,370,162.209881
-21.203074,360,163.252116
-30.757393,368,164.377381
-29.922237,364,165.420617
-41.34889,366,166.785975
-34.586624,368,241.219087
-31.686857,365,243.423336
-33.24794,378,245.099399
-20.217682,364,246.434703
-34.532528,364,247.471215
-21.801386,362,248.519765
-45.62044,367,250.040109
-45.554268,371,251.12837
-39.837254,363,325.084922
-34.3749,353,326.571164
-39.369514,363,328.126332
-25.577219,362,329.409325
-25.456022,364,331.052696
-36.43135,371,334.631675
-27.467188,381,336.876921
-50.85493,380,338.439126
-14.194857,355,406.415267
-25.010275,356,409.138712
-13.399312,364,411.584316
-30.69489,370,411.584316
-25.664623,350,413.445843
-30.164621,364,414.657117
-29.71632,368,419.638037
-29.602434,369,421.424441
-21.566336,350,493.505192
-10.178904,354,497.024798
-18.41679,357,500.331895
-20.794802,353,501.603182
-18.293459,361,502.899845
-27.152584,364,505.381409
-19.842926,365,511.099112
-17.672956,360,511.099112
-10.828091,361,562.56711
-10.020772,353,563.717374
-15.612029,350,565.795849
-9.334937,355,568.554427
-19.30189,361,570.178763
-13.290164,370,574.025802
-4.8479433,350,575.653618
-24.681555,362,578.441789
-5.699289,348,626.188005
-9.32393,356,626.188005
-17.913595,368,629.680116
-13.221083,356,631.689311
-4.628302,360,631.689311
-5.0260267,351,635.386991
-8.739491,368,638.0263
-14.160489,355,639.693996
-6.165257,350,687.535849
-10.471641,341,689.209229
-5.829795,361,691.042642
-10.640233,356,694.902853
-22.029829,348,697.616979
-9.624693,371,699.269067
-21.329224,350,701.231543
-5.544586,357,703.47823
-27.147089,352,752.013607
-18.739473,358,755.124828
-16.951283,355,756.491142
-14.439363,340,760.171703
-11.236763,358,761.533535
-18.087744,362,765.020888
-23.014898,362,768.473758
-18.744276,355,769.784089
-10.150009,340,814.30111
-20.879635,366,817.65361
-8.159884,362,820.180221
-8.308825,352,822.520897
-14.257506,359,824.019882
-12.198433,353,826.594134
-13.055179,342,827.940313
-21.103148,353,831.000318
-8.472583,349,878.573457
-3.4932716,350,881.508471
-3.8976436,348,884.983272
-5.640944,361,884.983272
-6.0010304,359,886.744588
-8.318518,354,888.85416
-4.2128873,353,889.891402
-13.821672,360,893.461187
-8.095308,351,930.592825
-3.1144774,353,934.066435
-13.416802,333,935.067665
-9.087962,358,939.513478
-11.74681,355,940.888897
-5.106169,349,942.447366
-5.555891,358,944.091111
-6.2087107,343,945.790708
-12.569763,351,983.279511
-3.9073825,337,984.842538
-9.066968,349,987.360533
-1.4006301,342,990.790008
-8.443636,349,993.132848
-10.8551235,350,994.95872
-8.619696,364,998.319003
-7.2818923,362,999.93734
-11.507332,356,1035.507348
-17.506784,354,1036.901669
-10.466867,357,1039.854676
-4.6838837,341,1040.996151
-12.003292,346,1043.892752
-4.0709534,349,1045.856936
-1.4928918,347,1049.809591
-10.49451,357,1051.04687
-2.7667816,357,1086.147498
-8.852472,356,1087.256467
-10.401595,342,1088.54939
-4.6403475,358,1091.009026
-8.439101,357,1094.065964
-6.3280964,375,1098.351876
-7.8984675,355,1099.977426
-8.910426,358,1101.627247
-15.796219,347,1138.022477
-8.889495,351,1140.041443
-5.3788347,354,1140.041443
-5.074981,348,1142.175555
-4.0117817,345,1144.820338
-7.3082623,349,1149.547639
-5.0667515,358,1152.102613
-3.6564841,361,1153.899882
-6.699226,361,1191.562229
-2.3770201,342,1191.562229
-9.599643,354,1192.68863
-6.7065473,355,1193.667922
-5.2820106,362,1197.654819
-3.388127,352,1200.737808
-3.9993258,352,1203.939877
-2.5930915,363,1204.992115
-3.0046678,340,1231.855856
-3.406157,351,1234.043607
-4.019149,356,1235.282508
-1.2061965,336,1237.615651
-2.931864,372,1238.923036
-6.001654,365,1245.036066
-2.4154632,347,1246.721209
-4.4908433,368,1249.634921
-2.9073997,350,1277.830105
-7.5618267,357,1281.084822
-1.3356874,367,1283.255035
-4.266684,357,1284.990437
-6.046969,364,1286.168707
-5.145752,360,1291.485404
-3.1070938,353,1292.459546
-2.4034169,336,1293.510575
-4.696733,367,1323.842529
-10.712655,349,1324.985177
-1.0937897,348,1327.018914
-3.3504727,353,1329.305831
-4.775215,357,1330.894323
-4.0515347,341,1335.191142
-6.872864,352,1336.77951
-5.8097663,362,1338.816373
-4.425214,342,1367.568388
-3.9362123,354,1369.985984
-2.7403672,349,1371.681769
-5.1436915,335,1373.314049
-5.0922976,355,1375.528878
-5.3922977,349,1380.165039
-5.111852,341,1380.165039
-8.594826,361,1384.380358
-4.0411034,349,1412.524953
-2.1710923,340,1414.66925
-5.359418,353,1416.225328
-4.658496,354,1418.620066
-5.225797,353,1420.563505
-1.3486387,341,1428.89534
-1.6441878,366,1431.953192
-2.7482014,358,1435.046371
-3.0797281,362,1461.76719
-2.5463684,350,1461.76719
-4.2946243,347,1464.573214
-3.5518625,368,1466.068689
-2.8287392,369,1469.869126
-3.7497306,354,1471.515502
-1.342983,340,1475.467998
-4.5236773,369,1476.82969
-0.11395224,354,1501.496005
-1.9048878,361,1503.090419
-2.6698558,347,1504.301692
-1.1724292,369,1507.930146
-2.0252004,342,1509.672631
-1.9570849,355,1510.990932
-2.8169937,350,1515.425723
-2.9399295,350,1516.886634
-1.7279519,363,1543.923627
-1.9642159,357,1544.887714
-0.6583543,361,1546.37405
-2.434865,344,1548.252403
-1.7066361,355,1550.976479
-1.9784583,351,1551.919693
-3.0153816,341,1555.325563
-5.110822,336,1556.293787
-1.9258807,341,1583.255281
-0.61691016,346,1584.648367
-3.3099785,351,1586.831484
-0.9778603,343,1587.984967
-1.6387862,355,1591.700911
-3.1074266,357,1592.82556
-2.531233,346,1595.168147
-3.3012533,348,1596.306051
-1.1080847,346,1624.431071
-1.7899238,362,1626.352368
-4.042988,358,1628.735029
-2.6272326,374,1631.486327
-2.401206,348,1633.228918
-2.0289516,367,1635.578463
-2.0562773,349,1636.554683
-2.36167,355,1638.211826
-0.8362181,348,1671.259748
-1.610454,351,1673.423743
-1.7848377,367,1677.308293
-0.96008074,354,1678.662599
-1.5555503,352,1680.131311
-2.862984,349,1682.332147
-2.9608502,352,1683.349832
-0.5407387,344,1684.364074
-1.6288677,359,1709.49241
-0.66824615,373,1712.668178
-1.3235878,356,1714.765168
-1.2917899,357,1716.237073
-1.94899,362,1718.210137
-0.9798704,357,1719.820254
-1.1172796,359,1721.02353
