#{"t_start": 1686844090.3242385, "env_id": null}
r,l,t
-61.94998,350,79.71788
-51.8347,356,82.039414
-55.253258,357,83.188684
-40.97422,359,84.497991
-62.78059,361,85.764398
-57.238445,364,87.222756
-74.3904,370,89.506306
-59.38296,382,92.342948
-12.704153,351,153.365687
-20.456146,361,155.807251
-21.858032,372,157.77072
-16.637333,358,157.77072
-19.989874,369,159.366136
-11.164874,359,160.8155
-9.72843,356,162.905986
-18.085743,378,163.912267
-24.9979,359,223.368978
-12.474218,356,226.492678
-9.627878,366,227.575934
-13.867076,347,228.776203
-10.615391,367,230.209603
-9.53986,363,231.51791
-8.429815,372,232.709312
-8.591425,356,233.706594
-15.878469,355,277.863524
-5.76934,353,280.406106
-11.468488,348,281.587418
-14.3455305,349,283.041757
-13.233798,349,284.480143
-9.660371,352,285.630452
-7.1804805,364,286.597673
-7.47731,364,287.637933
-5.25347,346,332.495017
-12.444546,347,336.25486
-5.780201,355,337.432241
-11.869966,345,338.41149
-10.632358,357,339.742801
-9.64643,347,340.835116
-13.018606,357,342.307479
-6.887226,365,344.280973
-13.404658,343,385.048193
-10.546213,350,389.993319
-5.744065,351,391.311628
-7.684166,353,393.079113
-19.329046,352,394.09936
-4.81744,349,395.165625
-5.209447,361,396.30188
-9.959056,357,399.100507
-6.551892,361,433.055267
-10.774938,352,435.991938
-11.733983,345,437.094274
-4.8056583,353,438.218526
-4.125671,356,440.504126
-6.4274693,363,441.84247
-6.3098803,345,443.070801
-8.702793,363,444.040088
-8.189558,354,478.432957
-8.091265,350,481.055899
-2.177129,353,482.550593
-12.722042,357,482.550593
-4.6411037,350,484.408088
-10.965097,362,487.051036
-3.243134,360,487.984263
-7.165298,364,489.357608
-3.2556667,339,521.287283
-2.7765198,366,526.840602
-2.1563401,364,527.956916
-2.2072103,365,528.916524
-2.5467627,362,530.4769
-5.281154,347,531.620174
-3.0972502,349,532.562424
-11.979648,353,534.381931
-0.99537015,364,562.932119
-2.6983187,362,568.213347
-2.2230146,354,569.217539
-1.0621814,367,570.249789
-3.3308585,360,571.330096
-0.88917494,378,573.024476
-3.838461,354,573.024476
-1.747864,376,574.540829
-0.75901717,362,602.86047
-2.028319,349,606.8794
-3.8449695,356,608.01671
-2.523178,357,609.155997
-2.4938626,353,610.491297
-1.2761376,349,611.607547
-1.9761513,363,612.584979
-0.57856935,359,613.516265
-1.1378071,361,643.191052
-2.2255764,349,646.369835
-1.0409323,355,648.465347
-1.3742002,374,649.885791
-1.7034595,358,649.885791
-1.2518675,361,651.055053
-1.7228541,372,651.056053
-0.78764284,360,651.056053
-0.225316,359,677.733109
-1.2070959,347,679.688622
-2.2991076,347,681.825153
-1.937411,365,684.715812
-0.9804276,363,685.705034
-1.3104137,376,687.248397
-1.1578457,377,688.456713
-1.9855897,380,689.491958
-0.74724317,374,715.049315
-0.74667424,364,717.349874
-2.3471014,388,718.958309
-0.6460997,355,720.477681
-0.7679859,359,721.485239
-1.3681126,357,723.058955
-1.909666,358,724.401833
-0.87714726,373,726.525335
-0.88589096,363,749.868608
-0.4041902,357,751.700018
-2.9625723,361,753.505435
-0.6854022,351,755.47789
-0.8456208,371,756.605142
0.14209121,376,757.972455
-0.9473114,371,759.141755
-0.22125892,364,761.258281
-0.94321537,370,785.430761
-0.69031274,353,786.862129
-0.37891555,369,787.911377
-0.67974126,361,790.378208
-0.4275696,370,791.653633
-0.21645766,365,792.798897
-1.171708,369,794.157214
-0.9657963,373,796.409781
-0.78947496,366,818.921894
-0.7398167,369,820.84335
-0.5157806,373,821.73957
-0.59060955,351,824.340479
-0.47641626,361,825.397806
-0.04379958,373,826.339047
-1.406259,373,827.708437
-1.3383546,364,830.669101
-0.15812425,358,852.066917
-0.5343815,353,853.690281
-0.217067,369,855.582731
-0.8911405,357,857.519467
-0.31974018,360,858.529737
-0.46048307,356,859.590975
-0.43546212,380,861.493467
0.017694855,378,864.506161
-0.6709519,352,884.691743
-0.01826537,378,888.11258
-0.24680981,344,889.111868
-0.1530553,354,890.337153
-0.62102,354,891.347408
-0.73666596,341,892.618975
-2.6631963,384,893.967316
-0.1369088,367,898.118709
-0.79710925,356,916.482866
-0.32561606,351,919.919688
-0.9127135,360,921.266028
-0.25862157,361,922.657404
-0.17467473,356,924.120852
-0.5256599,366,925.176089
-0.46011,382,926.77251
-0.3490808,351,929.727173
-0.33064088,377,949.82673
-0.46714655,358,951.57614
-0.26626068,366,953.436615
-0.5627764,343,954.895999
-0.41156575,368,955.932678
-0.46612367,361,956.935971
-0.478465,367,958.364348
-0.4498566,360,961.666113
-0.71380556,380,982.761856
-0.40468684,374,984.144193
-0.7294254,358,985.722572
-0.23855563,362,985.722572
-0.22082548,373,986.747833
-0.40512905,369,987.98311
0.0305721,374,989.852563
-0.17796333,370,992.736305
-0.19197762,349,1013.370932
-0.5676681,366,1014.772309
-0.38070488,344,1016.022615
-0.01847451,347,1018.056071
0.057766568,371,1019.054381
-0.0950563,383,1020.482715
0.07911424,387,1021.582001
-0.672793,365,1024.692767
-0.2871506,352,1043.239969
-0.32777914,354,1044.869334
-0.39104387,362,1046.720749
-0.9164297,340,1048.417179
-0.07082073,351,1049.719484
-0.17579564,370,1051.11384
-0.594852,381,1052.814344
-0.48035276,378,1057.231335
-0.6767712,354,1074.36522
-0.28108457,375,1077.375895
0.16456757,374,1079.087809
-0.12932631,355,1080.461184
-0.6528553,371,1081.387429
-0.3836694,373,1082.771175
-0.10357367,359,1084.041486
-0.44248414,361,1087.939423
0.09517788,374,1105.928457
-0.2706015,362,1109.011187
-1.1473479,389,1110.837635
-0.382872,364,1112.561034
-0.11743476,374,1113.640385
-0.6954808,385,1114.635621
-1.7034609,390,1115.733867
-0.23406388,357,1118.660524
-0.4010757,365,1136.57354
-0.42189497,363,1139.948395
-0.09990524,382,1143.031187
-0.13050514,373,1144.454511
-0.04187952,378,1145.889851
0.08573551,385,1146.812088
0.03254455,361,1148.469471
-0.012764357,402,1149.396651
-0.6698987,361,1167.533718
-0.651847,361,1170.469432
-0.47707638,357,1173.237458
-0.27430576,366,1175.767062
0.5791739,381,1177.064353
-0.10521037,370,1178.749757
-0.24384815,383,1178.750757
-0.21667852,372,1179.835085
-0.19015054,372,1198.929272
-0.11935415,386,1202.729176
-0.22607768,361,1205.561824
-0.26717573,393,1206.75614
-0.028739024,358,1208.228496
0.36028698,367,1209.611842
0.07698843,374,1211.106248
-0.36942983,392,1212.164499
0.05821658,387,1231.00177
0.041810077,388,1234.812624
-0.20685132,369,1236.422986
-0.6454159,375,1238.108377
-0.68217486,358,1239.105626
-0.48529986,382,1240.91006
-0.28297594,365,1241.919338
-0.5760499,362,1241.919338
-0.07003009,370,1261.101689
-0.22889686,357,1264.815535
-0.3229315,383,1266.59794
-0.08698095,358,1266.59794
0.06395946,371,1268.533404
0.29807854,361,1269.970726
-0.117373124,370,1271.283099
0.38071963,376,1272.65342
-1.0095866,387,1292.900275
0.11611848,380,1296.281785
-0.17868726,371,1298.246244
-0.4815398,388,1299.477556
-0.40604505,368,1299.477556
-0.1522219,388,1299.477556
-0.0618302,369,1300.82487
0.028121568,375,1302.578264
-0.5348691,374,1322.563769
-0.03829038,379,1326.350618
-0.5532225,371,1328.095061
-0.44562262,372,1329.053406
-0.4430773,372,1329.053406
-0.32718113,395,1330.879897
-0.1278146,368,1331.775129
-0.10841661,389,1333.117442
0.18426877,351,1351.602588
-0.25114146,380,1357.204844
-0.62548274,368,1358.218139
0.009258405,369,1359.194386
-0.005308185,375,1360.400684
0.28571182,367,1361.900046
0.4493028,394,1364.27159
0.0720301,389,1365.309876
-0.021563027,369,1381.941606
-0.013689217,380,1388.246104
-0.6632643,393,1390.18857
-0.48930052,392,1391.360884
0.15860923,403,1392.366123
-0.02621344,365,1393.662452
0.5422686,398,1395.332859
-0.28006765,386,1397.260857
-0.27158254,389,1414.29669
-0.22106951,373,1419.578938
-0.8535325,376,1422.280568
0.2703504,379,1423.688921
0.19253969,394,1424.604157
-0.16321874,390,1425.53638
-0.18642277,391,1427.365819
0.31408402,389,1429.162221
0.040089127,390,1446.430161
-0.1913001,385,1451.313584
0.13238432,370,1452.997962
-0.042492893,378,1454.885411
0.14935221,377,1456.864893
0.06734235,399,1457.953136
-0.0039464654,399,1458.873372
-0.41335928,383,1460.805818
0.041601956,370,1477.342526
-0.117697194,378,1483.648978
-0.24944066,412,1485.879479
-0.4853979,367,1486.93973
-0.600844,388,1488.027005
-0.037863847,383,1491.083728
-0.32438266,405,1492.217024
-0.37493485,410,1493.465304
-0.009457775,390,1509.232903
-0.0655525,368,1514.211078
-0.24584931,371,1516.88269
-0.08064631,390,1518.750121
-0.20517018,386,1519.732341
-0.28674632,380,1522.764064
-0.14741874,383,1524.127383
-0.2715474,402,1526.594961
-0.15103841,379,1541.041214
-0.8452999,383,1546.041348
-0.7532646,374,1548.088835
-0.045209058,364,1549.412179
0.25493464,377,1550.95258
-0.3689224,386,1554.177316
0.37010053,371,1556.205771
0.24715394,409,1557.913154
0.36544043,370,1572.128355
-0.86556005,359,1577.601582
-0.11328098,380,1578.658831
-0.226265,397,1582.448691
-0.7662698,387,1583.363909
-0.18370537,384,1586.672651
-0.45045397,367,1588.376033
-0.03990475,402,1590.598531
-0.11302508,369,1602.935298
-0.53793174,362,1608.328508
-0.1375558,385,1610.405973
0.16296022,391,1614.622919
-0.15638418,394,1615.763175
-0.36826858,363,1617.814635
0.38702196,379,1618.799856
0.18672709,373,1621.58448
-0.12760611,391,1634.323337
0.10681254,387,1639.297463
-0.973896,370,1640.367721
-0.10118407,368,1644.63269
0.49369407,375,1645.70493
-0.2738663,372,1648.230497
-0.38696522,375,1649.421777
0.06896741,392,1653.238633
0.20766534,377,1666.058151
-0.21464215,380,1671.262326
0.31381565,381,1672.358597
0.07161608,369,1676.023422
0.9813723,382,1677.534762
-0.10746159,380,1679.74627
-0.4232518,415,1683.167037
-0.0843938,389,1685.283538
-0.4287663,374,1697.207211
-1.5678229,359,1701.752242
0.0631403,393,1704.533865
0.03434937,384,1708.42974
-0.064767405,404,1709.910071
-0.26049748,390,1711.872511
-0.57758147,375,1714.416082
-0.17566326,366,1716.19599
0.33890444,410,1730.9197
0.40228304,387,1734.210438
-0.6539379,382,1736.643984
-0.53954655,370,1739.903715
-0.07127253,390,1742.638341
-0.047429543,374,1743.544544
-0.9005075,387,1746.840283
-0.28485623,388,1748.479664
-0.97520584,385,1762.818879
-0.30237696,368,1764.704316
-0.035904765,386,1768.171093
0.22848766,390,1771.730891
-0.09935743,367,1773.098198
0.11422041,358,1776.131891
-0.029227061,413,1778.059323
-0.31781518,374,1779.808715
-0.4185623,369,1793.883872
-0.6265226,385,1793.883872
0.45575815,377,1797.962786
-0.04964616,386,1801.945679
-0.35420838,395,1803.908119
-0.2313639,383,1805.864576
-0.48375362,392,1808.321129
-0.23021723,392,1809.967496
-0.7069226,367,1823.288484
-0.34946173,374,1824.602778
0.10699591,385,1829.384851
0.3797057,370,1832.50355
0.1540966,372,1835.641254
0.2825144,391,1836.65148
0.30232987,388,1839.914212
-0.1783328,387,1841.566582
-0.24670622,368,1853.787336
0.11287194,402,1856.333907
-1.0729445,407,1862.463281
0.23426516,378,1863.765591
0.29595792,390,1867.734481
-0.18667185,405,1869.37785
-0.05195183,376,1870.943214
0.4367385,408,1874.651064
0.5043573,383,1885.419529
-0.17138506,410,1889.638475
0.005678259,380,1893.344306
-0.23518188,375,1894.330541
0.038948175,382,1898.874561
-0.15256679,398,1901.893251
-0.29266137,413,1904.354802
-0.1539989,387,1906.320269
0.4538603,400,1917.621804
-1.6236082,402,1922.025792
-0.6093083,393,1925.334547
0.04801882,406,1926.868903
-0.48666787,382,1931.914035
0.2270984,419,1933.26536
-0.2840935,390,1935.768922
0.41788566,403,1938.57055
-0.30153468,417,1950.834313
-0.082360685,389,1953.442898
0.51535434,365,1955.092268
-0.016191991,413,1959.879342
0.18227708,405,1964.767455
-0.07554032,417,1965.872703
-0.17420161,386,1966.969962
-1.0194682,366,1968.490316
0.52708215,391,1982.679497
-0.12372364,381,1984.69695
-0.20159641,410,1988.182731
0.0628774,391,1991.524481
-0.11103744,389,1996.913689
0.27733183,387,1998.39102
0.0466919,411,1999.612294
-0.023379821,426,2001.674762
0.3990186,416,2015.862944
