#{"t_start": 1686194782.7552, "env_id": null}
r,l,t
-24.687685,353,34.063017
-15.601874,364,35.80241
-10.126194,366,36.742622
-5.6356626,367,37.56682
-19.280645,368,38.392006
-38.30788,370,39.367994
-12.809113,371,40.218187
-23.05162,376,41.247419
-21.482616,353,73.649767
-11.9099865,360,75.405163
-21.227884,377,76.41339
-27.19464,366,76.41339
-2.0460017,356,77.31565
-55.345978,366,78.205851
-38.66849,363,79.080061
-34.665665,367,80.147408
-0.34704092,352,111.433471
-1.2676386,359,114.034057
-1.2170498,364,115.425372
-1.0051008,367,116.254559
-9.857747,364,117.1558
-21.107172,370,117.1558
-4.11249,367,118.038
-5.0667214,376,119.508332
-1.1240185,362,139.147768
-1.6051337,343,140.409065
-6.0243444,363,141.871397
0.05696896,362,143.107753
-0.74953943,365,143.926956
-3.1626027,364,143.926956
-0.20170347,362,144.744179
-3.519901,359,146.054476
-3.857174,366,166.780205
-0.7415013,349,168.116539
-0.7451589,371,169.062843
-4.185018,352,169.934461
-1.4549596,354,170.778086
-3.3754585,356,171.65844
-12.833442,376,173.103836
-3.179422,360,174.075346
-0.40817782,361,196.392383
-1.3139795,356,197.405625
-0.81570685,341,198.38186
-10.092307,356,199.263623
-1.5566194,364,200.260917
-0.3939789,359,200.260917
-0.56414723,362,200.260917
-1.2425207,345,201.075101
-5.6880865,348,220.885587
-12.181053,353,222.277901
-0.5416063,359,223.638208
-1.5664916,358,224.758461
-1.3621426,358,224.758461
-4.238569,360,225.720678
-3.9943686,363,226.594956
-0.98369163,381,227.959264
-3.725486,349,244.976105
-1.5713066,361,245.823296
-0.77589923,344,246.733528
-0.9680638,357,248.421188
-3.3535886,362,249.604455
-1.4391255,363,250.495728
-0.53087395,381,251.898045
-2.9129648,363,251.898045
-2.526665,352,270.553269
-0.40620324,360,271.66452
0.1301499,371,273.175874
-1.6749054,346,274.208112
-0.25009924,357,275.443395
-1.8396764,367,276.285625
-1.1356119,358,277.753979
-0.46150002,361,278.626189
-1.6128273,354,294.23455
-0.6098092,360,295.627912
-2.472415,355,297.216273
-0.9061259,361,298.02547
-0.3649734,363,299.507846
-1.1502155,365,300.499071
-0.6943185,351,301.56231
-0.5459395,368,303.074651
-1.0247744,343,318.620161
-0.77743953,355,320.526591
-0.45869505,347,321.761895
-1.099987,362,323.136206
-0.7082975,349,324.213449
-0.37390026,361,325.373724
-2.9720473,357,326.343956
-1.2898122,360,328.012333
-0.96593046,353,344.41305
-0.27377886,356,346.400944
-0.44971335,362,347.861372
-2.2141886,353,349.11375
-0.71423185,362,349.978983
-0.5608648,351,351.122254
-0.32984105,359,352.074469
0.16754748,355,353.586848
-4.5124187,345,366.360775
-0.66031986,346,368.542304
-1.400065,358,370.537838
-0.59080964,346,371.419096
-1.4882634,356,372.575375
-0.31024885,358,373.861721
-2.229194,357,374.80104
-0.8933801,356,376.255368
-0.4061912,365,389.724474
-1.7164963,338,390.543115
-1.9864562,358,393.559809
-2.186016,362,394.604056
-1.2818848,343,395.572275
-2.3327332,358,395.572275
-0.29655194,357,396.829559
-0.16710985,365,398.883035
-0.36898932,370,414.474572
-0.6391411,372,415.265778
0.16929571,355,417.308265
-0.36652395,356,418.373563
-0.8151449,353,419.196801
-0.8333771,356,420.098036
0.042437777,348,421.014287
-0.350316,351,423.073802
-1.9668301,350,435.866742
-1.1945214,358,437.104021
-0.6562345,351,439.327537
-0.72788894,348,439.327537
-0.11497126,367,440.481893
-0.673076,357,441.43512
-0.4485527,364,441.43512
-0.7454129,365,443.841708
-0.4561731,350,456.615613
-0.20102933,350,457.782876
-1.2229043,343,459.735317
-0.550789,347,461.041656
-3.3739445,356,461.849948
-1.470732,352,462.9672
-0.30409232,358,463.974447
-0.38909796,362,468.998585
-0.5773902,350,480.928304
-0.30499333,347,481.948534
-0.52168363,352,484.026341
-0.15559103,349,485.253707
-0.9397262,342,486.066942
-0.46778253,352,486.88427
-0.56795436,364,488.776881
-0.19535898,339,490.254674
0.3727406,345,502.128671
-0.5075707,359,503.234055
-0.1097203,356,505.427237
